cruise,date,pop,lat,lon,n_per_uL,c_per_uL,qc,diam
Thompson_9,2011-10-27T06:00:00Z,nanoeukaryotes (2-5µm),46.167719047619045,-129.16839047619047,0.08379179830259557,0.11121218023623351,1.3272442230517034,2.3304
Thompson_9,2011-10-27T06:00:00Z,picoeukaryotes (< 2µm),46.167719047619045,-129.16839047619047,5.135993305891875,1.0895006788424795,0.2121304709631598,1.1449
Thompson_9,2011-10-27T07:00:00Z,Prochlorococcus,46.02751,-129.417565,34.54019585403878,1.4156949734823765,0.04098688320891034,0.6054
Thompson_9,2011-10-27T07:00:00Z,Synechococcus,46.02751,-129.417565,1.4091495866191581,0.14614181704621876,0.10370922890936175,0.86758
Thompson_9,2011-10-27T07:00:00Z,nanoeukaryotes (2-5µm),46.02751,-129.417565,0.07673847058798847,0.10446029421742757,1.361250666282868,2.35337
Thompson_9,2011-10-27T07:00:00Z,picoeukaryotes (< 2µm),46.02751,-129.417565,5.550661771537342,1.1125597087897197,0.20043730902406956,1.12002
Thompson_9,2011-10-27T08:00:00Z,Prochlorococcus,45.88571,-129.66047,34.700129912163916,1.3510384473926784,0.038934679807036694,0.59346
Thompson_9,2011-10-27T08:00:00Z,Synechococcus,45.88571,-129.66047,1.5945327778997243,0.15413482713016438,0.09666457113110377,0.84424
Thompson_9,2011-10-27T08:00:00Z,nanoeukaryotes (2-5µm),45.88571,-129.66047,0.05369217654634935,0.0767680887933368,1.4297816503502583,2.3986
Thompson_9,2011-10-27T08:00:00Z,picoeukaryotes (< 2µm),45.88571,-129.66047,6.507991259524949,1.1888809291017204,0.18268016684283359,1.08046
Thompson_9,2011-10-27T09:00:00Z,Prochlorococcus,45.748084999999996,-129.90449999999998,45.2099184139296,1.5506547268511481,0.0342989941422539,0.56501
Thompson_9,2011-10-27T09:00:00Z,Synechococcus,45.748084999999996,-129.90449999999998,1.3711230348111338,0.1315494565085945,0.09594285353590815,0.8418
Thompson_9,2011-10-27T09:00:00Z,nanoeukaryotes (2-5µm),45.748084999999996,-129.90449999999998,0.06585635336789193,0.09118764650808459,1.3846446370737382,2.36896
Thompson_9,2011-10-27T09:00:00Z,picoeukaryotes (< 2µm),45.748084999999996,-129.90449999999998,5.783810825878699,0.9987847101663971,0.17268626866174483,1.05716
Thompson_9,2011-10-27T10:00:00Z,Prochlorococcus,45.679289473684214,-130.02566315789474,59.26034678735028,1.9216933486250736,0.03242798013857182,0.55286
Thompson_9,2011-10-27T10:00:00Z,Synechococcus,45.679289473684214,-130.02566315789474,1.5792297518920744,0.1534459322086185,0.09716504645684075,0.84594
Thompson_9,2011-10-27T10:00:00Z,nanoeukaryotes (2-5µm),45.679289473684214,-130.02566315789474,0.04101432282465866,0.057747441709149396,1.407982327442706,2.38436
Thompson_9,2011-10-27T10:00:00Z,picoeukaryotes (< 2µm),45.679289473684214,-130.02566315789474,4.032956195662958,0.6732637056482197,0.16694049550358311,1.04338
Thompson_9,2011-10-27T11:00:00Z,Prochlorococcus,45.67096315789473,-130.03316315789473,67.59386683747553,2.176082484960237,0.032193490131175166,0.5513
Thompson_9,2011-10-27T11:00:00Z,Synechococcus,45.67096315789473,-130.03316315789473,1.70712822300192,0.16828718437978002,0.09857911205044306,0.85069
Thompson_9,2011-10-27T11:00:00Z,nanoeukaryotes (2-5µm),45.67096315789473,-130.03316315789473,0.0512532722841223,0.0717472505631663,1.399856972359457,2.37901
Thompson_9,2011-10-27T11:00:00Z,picoeukaryotes (< 2µm),45.67096315789473,-130.03316315789473,3.4686637658131376,0.5894389181282658,0.16993256133319315,1.05059
Thompson_9,2011-10-27T12:00:00Z,Prochlorococcus,45.51992,-130.13175,69.22952270640782,2.2505487733767926,0.03250851205375252,0.55339
Thompson_9,2011-10-27T12:00:00Z,Synechococcus,45.51992,-130.13175,1.904011613383821,0.18205902209610572,0.09561865107143402,0.84069
Thompson_9,2011-10-27T12:00:00Z,nanoeukaryotes (2-5µm),45.51992,-130.13175,0.05792429770588074,0.08097838020247144,1.3980036601160233,2.37779
Thompson_9,2011-10-27T12:00:00Z,picoeukaryotes (< 2µm),45.51992,-130.13175,4.919570525847732,0.8493413320687411,0.17264542252341916,1.0570600000000001
Thompson_9,2011-10-27T13:00:00Z,Prochlorococcus,45.320195,-130.26407,56.983289719943166,1.824615707616927,0.03202018901654151,0.55015
Thompson_9,2011-10-27T13:00:00Z,Synechococcus,45.320195,-130.26407,1.6388819758454711,0.1630068462504779,0.09946222403622779,0.85363
Thompson_9,2011-10-27T13:00:00Z,nanoeukaryotes (2-5µm),45.320195,-130.26407,0.04212663113844986,0.058022912545770376,1.3773451846903477,2.36411
Thompson_9,2011-10-27T13:00:00Z,picoeukaryotes (< 2µm),45.320195,-130.26407,4.836449303813589,0.8360128774753816,0.17285674364790238,1.05756
Thompson_9,2011-10-27T14:00:00Z,Prochlorococcus,45.11871,-130.39629,55.612302756867926,1.7409200349772305,0.03130458457345992,0.54535
Thompson_9,2011-10-27T14:00:00Z,Synechococcus,45.11871,-130.39629,1.677071880212885,0.1621215080283112,0.09666938545754625,0.84426
Thompson_9,2011-10-27T14:00:00Z,nanoeukaryotes (2-5µm),45.11871,-130.39629,0.037807235070728584,0.0537390550963472,1.4213960633676033,2.39314
Thompson_9,2011-10-27T14:00:00Z,picoeukaryotes (< 2µm),45.11871,-130.39629,4.553275121820013,0.7729235376904285,0.16975111694579073,1.05015
Thompson_9,2011-10-27T15:00:00Z,Prochlorococcus,44.93234,-130.51861,170.7302029967701,6.847634908345655,0.04010792928346252,0.60033
Thompson_9,2011-10-27T15:00:00Z,Synechococcus,44.93234,-130.51861,1.9304770252666805,0.34422049415152495,0.17830851631294267,1.07037
Thompson_9,2011-10-27T15:00:00Z,nanoeukaryotes (2-5µm),44.93234,-130.51861,0.2852938111145965,0.4199894432629676,1.4721295271780948,2.42589
Thompson_9,2011-10-27T15:00:00Z,picoeukaryotes (< 2µm),44.93234,-130.51861,3.834322189519163,1.1193920642452269,0.29194001153711147,1.29576
Thompson_9,2011-10-27T16:00:00Z,Prochlorococcus,44.72825,-130.65028,164.04503814873513,7.093362853023834,0.04324033773330271,0.61809
Thompson_9,2011-10-27T16:00:00Z,Synechococcus,44.72825,-130.65028,1.8892020850728577,0.36465418698660473,0.1930202120079397,1.10377
Thompson_9,2011-10-27T16:00:00Z,nanoeukaryotes (2-5µm),44.72825,-130.65028,0.29993775049645066,0.43842340248977274,1.4617146450025165,2.41922
Thompson_9,2011-10-27T16:00:00Z,picoeukaryotes (< 2µm),44.72825,-130.65028,3.6978797792736184,1.1272139925841997,0.3048271063062035,1.31764
Thompson_9,2011-10-27T17:00:00Z,Prochlorococcus,44.52548,-130.78205,166.85277048223418,6.794618543290142,0.04072223987442633,0.60388
Thompson_9,2011-10-27T17:00:00Z,Synechococcus,44.52548,-130.78205,1.5396544648833248,0.28511956259584453,0.18518412351530505,1.08618
Thompson_9,2011-10-27T17:00:00Z,nanoeukaryotes (2-5µm),44.52548,-130.78205,0.22137734468052123,0.32563993160641486,1.470972253625859,2.42515
Thompson_9,2011-10-27T17:00:00Z,picoeukaryotes (< 2µm),44.52548,-130.78205,2.386048297740806,0.7740909941035868,0.32442385799001777,1.34985
Thompson_9,2011-10-27T18:00:00Z,Prochlorococcus,44.32261,-130.918945,163.02347882070208,6.2228211252659875,0.038171318452294996,0.58893
Thompson_9,2011-10-27T18:00:00Z,Synechococcus,44.32261,-130.918945,1.5365078116937056,0.2680885415986824,0.17447912699068294,1.0614
Thompson_9,2011-10-27T18:00:00Z,nanoeukaryotes (2-5µm),44.32261,-130.918945,0.16325395499245615,0.24053098693921143,1.473354730979266,2.42667
Thompson_9,2011-10-27T18:00:00Z,picoeukaryotes (< 2µm),44.32261,-130.918945,1.965577618109172,0.640926299049438,0.3260752936665967,1.35251
Thompson_9,2011-10-27T19:00:00Z,Prochlorococcus,44.117635,-131.04915,268.7901059974644,11.97808373480671,0.044562963693759255,0.62535
Thompson_9,2011-10-27T19:00:00Z,Synechococcus,44.117635,-131.04915,1.983257151702354,0.43808356528575915,0.22089095451375257,1.163
Thompson_9,2011-10-27T19:00:00Z,nanoeukaryotes (2-5µm),44.117635,-131.04915,0.3082921138956488,0.4435971262850915,1.438885739501079,2.40451
Thompson_9,2011-10-27T19:00:00Z,picoeukaryotes (< 2µm),44.117635,-131.04915,1.5391300675373476,0.5971297294361188,0.38796573598977474,1.44675
Thompson_9,2011-10-27T20:00:00Z,Prochlorococcus,43.935615,-131.15977,245.45154186406947,10.33452955050722,0.04210415413169603,0.61174
Thompson_9,2011-10-27T20:00:00Z,Synechococcus,43.935615,-131.15977,1.3660432928000958,0.3439733193503166,0.2518026486885676,1.22357
Thompson_9,2011-10-27T20:00:00Z,nanoeukaryotes (2-5µm),43.935615,-131.15977,0.3006451571687782,0.4313791472027294,1.4348448225978203,2.40189
Thompson_9,2011-10-27T20:00:00Z,picoeukaryotes (< 2µm),43.935615,-131.15977,1.3920606621704705,0.5590207688963458,0.40157787953344853,1.46622
Thompson_9,2011-10-27T21:00:00Z,Prochlorococcus,43.73016,-131.29935,244.85087293693175,11.014579330985532,0.04498484811946187,0.62764
Thompson_9,2011-10-27T21:00:00Z,Synechococcus,43.73016,-131.29935,1.0637728297980653,0.2776995092287695,0.2610515153705184,1.2408
Thompson_9,2011-10-27T21:00:00Z,nanoeukaryotes (2-5µm),43.73016,-131.29935,0.2746831250652281,0.3922050373102661,1.4278454026512568,2.39734
Thompson_9,2011-10-27T21:00:00Z,picoeukaryotes (< 2µm),43.73016,-131.29935,1.1594957370177656,0.43617911712830976,0.37618000929452894,1.42955
Thompson_9,2011-10-27T22:00:00Z,Prochlorococcus,43.52121,-131.44073,262.5232937190329,11.706237291435553,0.044591232745861485,0.6255
Thompson_9,2011-10-27T22:00:00Z,Synechococcus,43.52121,-131.44073,0.8982784916459117,0.24132412215965546,0.26865178717290483,1.25467
Thompson_9,2011-10-27T22:00:00Z,nanoeukaryotes (2-5µm),43.52121,-131.44073,0.2290953484600762,0.32936455075762006,1.4376745445576669,2.40372
Thompson_9,2011-10-27T22:00:00Z,picoeukaryotes (< 2µm),43.52121,-131.44073,1.3442965474353517,0.45480439759794133,0.33832148008236496,1.37197
Thompson_9,2011-10-27T23:00:00Z,Prochlorococcus,43.32897777777778,-131.56432777777778,256.04707701134566,11.786095384908004,0.04603097025155945,0.63325
Thompson_9,2011-10-27T23:00:00Z,Synechococcus,43.32897777777778,-131.56432777777778,0.7576243642093206,0.2065804530806237,0.2726687034361906,1.26191
Thompson_9,2011-10-27T23:00:00Z,nanoeukaryotes (2-5µm),43.32897777777778,-131.56432777777778,0.25674609914412294,0.3665183712403399,1.4275518594523882,2.39715
Thompson_9,2011-10-27T23:00:00Z,picoeukaryotes (< 2µm),43.32897777777778,-131.56432777777778,1.2295956989717003,0.4387162992410539,0.35679719732912885,1.40054
Thompson_9,2011-10-28T00:00:00Z,Prochlorococcus,43.10097857142857,-131.72255714285714,292.0555635772102,14.175453095960824,0.04853683635515913,0.6464
Thompson_9,2011-10-28T00:00:00Z,Synechococcus,43.10097857142857,-131.72255714285714,2.6366474048663977,0.5838554594748723,0.22143858082702453,1.16412
Thompson_9,2011-10-28T00:00:00Z,nanoeukaryotes (2-5µm),43.10097857142857,-131.72255714285714,0.3752920330061874,0.5446510927578239,1.451272728586925,2.41251
Thompson_9,2011-10-28T00:00:00Z,picoeukaryotes (< 2µm),43.10097857142857,-131.72255714285714,1.3628824289723165,0.4848478642894201,0.35575179045709787,1.39895
Thompson_9,2011-10-28T01:00:00Z,Prochlorococcus,42.957992857142855,-131.81688571428572,301.71929457072355,14.568104564817807,0.04828363590583371,0.64509
Thompson_9,2011-10-28T01:00:00Z,Synechococcus,42.957992857142855,-131.81688571428572,3.1723283157334423,0.6946279522162198,0.21896471079968335,1.15906
Thompson_9,2011-10-28T01:00:00Z,nanoeukaryotes (2-5µm),42.957992857142855,-131.81688571428572,0.36724339337510503,0.5401106746214355,1.4707158368667033,2.42499
Thompson_9,2011-10-28T01:00:00Z,picoeukaryotes (< 2µm),42.957992857142855,-131.81688571428572,1.2964468433800915,0.46911510710746285,0.3618467733581638,1.40819
Thompson_9,2011-10-28T02:00:00Z,Prochlorococcus,42.71394705882353,-131.97222352941176,222.90622810198707,9.210583374575325,0.04132043977865515,0.6073
Thompson_9,2011-10-28T02:00:00Z,Synechococcus,42.71394705882353,-131.97222352941176,2.195876713975911,0.40793139213066965,0.18577153696031437,1.08751
Thompson_9,2011-10-28T02:00:00Z,nanoeukaryotes (2-5µm),42.71394705882353,-131.97222352941176,0.2247175880541814,0.33520538289041746,1.4916739975403992,2.43832
Thompson_9,2011-10-28T02:00:00Z,picoeukaryotes (< 2µm),42.71394705882353,-131.97222352941176,1.6029854614531605,0.5316319835489078,0.33165115737666484,1.36142
Thompson_9,2011-10-28T03:00:00Z,Prochlorococcus,42.54141,-132.08346,188.53109638863762,7.584226672165724,0.04022798794174312,0.60103
Thompson_9,2011-10-28T03:00:00Z,Synechococcus,42.54141,-132.08346,2.0986387645472706,0.39075104514883097,0.18619261768621997,1.08847
Thompson_9,2011-10-28T03:00:00Z,nanoeukaryotes (2-5µm),42.54141,-132.08346,0.19753729932467246,0.2985651492564581,1.5114368287770108,2.45079
Thompson_9,2011-10-28T03:00:00Z,picoeukaryotes (< 2µm),42.54141,-132.08346,1.4102228367270058,0.48454472897137607,0.3435944422059982,1.38022
Thompson_9,2011-10-28T04:00:00Z,Prochlorococcus,42.28465,-132.24786666666665,213.4956149185295,8.844485312824485,0.04142701158616098,0.60791
Thompson_9,2011-10-28T04:00:00Z,Synechococcus,42.28465,-132.24786666666665,2.074324606513372,0.4534457794935293,0.2185992385520141,1.15831
Thompson_9,2011-10-28T04:00:00Z,nanoeukaryotes (2-5µm),42.28465,-132.24786666666665,0.21076203465858173,0.3157499326723087,1.4981347716812436,2.44241
Thompson_9,2011-10-28T04:00:00Z,picoeukaryotes (< 2µm),42.28465,-132.24786666666665,0.9788947581299056,0.32423757191166425,0.3312282236867754,1.36075
Thompson_9,2011-10-28T05:00:00Z,Prochlorococcus,42.15739444444444,-132.33548333333334,296.3418765336221,13.769769285686051,0.04646582334820227,0.63557
Thompson_9,2011-10-28T05:00:00Z,Synechococcus,42.15739444444444,-132.33548333333334,2.797458482888084,0.6402198542918353,0.22885767857075578,1.17908
Thompson_9,2011-10-28T05:00:00Z,nanoeukaryotes (2-5µm),42.15739444444444,-132.33548333333334,0.2696788878552263,0.3921700172477294,1.454211044723163,2.4144
Thompson_9,2011-10-28T05:00:00Z,picoeukaryotes (< 2µm),42.15739444444444,-132.33548333333334,1.0061703535183295,0.35564030197518376,0.3534593329366119,1.39545
Thompson_9,2011-10-28T06:00:00Z,Prochlorococcus,41.978125,-132.481185,290.9259924456778,13.401494950988805,0.04606496256428911,0.63344
Thompson_9,2011-10-28T06:00:00Z,Synechococcus,41.978125,-132.481185,2.793985771253352,0.6453111480718181,0.2309643644972245,1.18328
Thompson_9,2011-10-28T06:00:00Z,nanoeukaryotes (2-5µm),41.978125,-132.481185,0.2628238207345908,0.38734136025393173,1.4737680898607868,2.42693
Thompson_9,2011-10-28T06:00:00Z,picoeukaryotes (< 2µm),41.978125,-132.481185,0.9910518180906482,0.3453751310409469,0.34849351440204573,1.38781
Thompson_9,2011-10-28T07:00:00Z,Prochlorococcus,41.795175,-132.63438,265.9550256304933,12.060336231585442,0.045347277055563386,0.62959
Thompson_9,2011-10-28T07:00:00Z,Synechococcus,41.795175,-132.63438,2.227547795945722,0.557108870020075,0.2500996257113084,1.22035
Thompson_9,2011-10-28T07:00:00Z,nanoeukaryotes (2-5µm),41.795175,-132.63438,0.22320418399187128,0.331446582100942,1.4849478901928324,2.43405
Thompson_9,2011-10-28T07:00:00Z,picoeukaryotes (< 2µm),41.795175,-132.63438,0.926022727545694,0.32436916258114556,0.35028207508561365,1.39057
Thompson_9,2011-10-28T08:00:00Z,Prochlorococcus,41.624233333333336,-132.79568333333333,228.31923474675037,9.624104605610865,0.042151965936141275,0.61201
Thompson_9,2011-10-28T08:00:00Z,Synechococcus,41.624233333333336,-132.79568333333333,1.305304541829754,0.3503978416403628,0.2684414482686017,1.25429
Thompson_9,2011-10-28T08:00:00Z,nanoeukaryotes (2-5µm),41.624233333333336,-132.79568333333333,0.2231132587101795,0.32853186687665936,1.4724892136662164,2.42612
Thompson_9,2011-10-28T08:00:00Z,picoeukaryotes (< 2µm),41.624233333333336,-132.79568333333333,0.9888989311265082,0.3837711875378287,0.3880792823799033,1.44691
Thompson_9,2011-10-28T09:00:00Z,Prochlorococcus,41.42222777777778,-132.99464444444445,219.12293056244158,9.111281439817068,0.04158068448806504,0.60878
Thompson_9,2011-10-28T09:00:00Z,Synechococcus,41.42222777777778,-132.99464444444445,1.209636089306272,0.3158886956779249,0.2611435773705193,1.24097
Thompson_9,2011-10-28T09:00:00Z,nanoeukaryotes (2-5µm),41.42222777777778,-132.99464444444445,0.18978600905713588,0.2798422337456157,1.4745145605615637,2.42741
Thompson_9,2011-10-28T09:00:00Z,picoeukaryotes (< 2µm),41.42222777777778,-132.99464444444445,0.9946285185191741,0.3611794480800239,0.36312999411856417,1.41012
Thompson_9,2011-10-28T10:00:00Z,Prochlorococcus,41.248555,-133.1614,205.1416145025094,7.844020985048263,0.03823710271594996,0.58932
Thompson_9,2011-10-28T10:00:00Z,Synechococcus,41.248555,-133.1614,0.9058369774532073,0.238730838478825,0.2635472435117687,1.24538
Thompson_9,2011-10-28T10:00:00Z,nanoeukaryotes (2-5µm),41.248555,-133.1614,0.1967473920157462,0.2878555689213592,1.4630718403541603,2.42009
Thompson_9,2011-10-28T10:00:00Z,picoeukaryotes (< 2µm),41.248555,-133.1614,0.9335513943488264,0.3714481879993493,0.3978872403253631,1.46098
Thompson_9,2011-10-28T11:00:00Z,Prochlorococcus,41.08079444444444,-133.32255,180.6214195391179,6.739834848606877,0.03731470423499359,0.58377
Thompson_9,2011-10-28T11:00:00Z,Synechococcus,41.08079444444444,-133.32255,0.7028605142419369,0.1885949089966828,0.26832480296619016,1.25408
Thompson_9,2011-10-28T11:00:00Z,nanoeukaryotes (2-5µm),41.08079444444444,-133.32255,0.22396656528419795,0.327368534158196,1.461684844533773,2.4192
Thompson_9,2011-10-28T11:00:00Z,picoeukaryotes (< 2µm),41.08079444444444,-133.32255,0.9517954814530243,0.3973934542684438,0.41751979496874414,1.48851
Thompson_9,2011-10-28T12:00:00Z,Prochlorococcus,40.91213,-133.484405,178.54661791695617,6.559842316847306,0.03674022164843445,0.58027
Thompson_9,2011-10-28T12:00:00Z,Synechococcus,40.91213,-133.484405,0.512836840767753,0.11734869594404403,0.22882267149209626,1.17901
Thompson_9,2011-10-28T12:00:00Z,nanoeukaryotes (2-5µm),40.91213,-133.484405,0.22495910103785077,0.3288273152234224,1.4617204358764535,2.41923
Thompson_9,2011-10-28T12:00:00Z,picoeukaryotes (< 2µm),40.91213,-133.484405,0.8960912470864,0.38225831278549477,0.426584138644798,1.50095
Thompson_9,2011-10-28T13:00:00Z,Prochlorococcus,40.730015,-133.65589,170.6029305984637,6.002848213411548,0.03518607911572185,0.57063
Thompson_9,2011-10-28T13:00:00Z,Synechococcus,40.730015,-133.65589,0.6926998382320525,0.15708974936969752,0.2267789606687809,1.17492
Thompson_9,2011-10-28T13:00:00Z,nanoeukaryotes (2-5µm),40.730015,-133.65589,0.2217438559300875,0.32217130419133533,1.4528984482569434,2.41356
Thompson_9,2011-10-28T13:00:00Z,picoeukaryotes (< 2µm),40.730015,-133.65589,0.9758727353319616,0.4009430758322385,0.410855904992417,1.47925
Thompson_9,2011-10-28T14:00:00Z,Prochlorococcus,40.54596,-133.826235,209.67482981972083,7.0590852732134435,0.03366682247593986,0.56095
Thompson_9,2011-10-28T14:00:00Z,Synechococcus,40.54596,-133.826235,0.7892330575390427,0.16755956613252185,0.2123068269023093,1.14527
Thompson_9,2011-10-28T14:00:00Z,nanoeukaryotes (2-5µm),40.54596,-133.826235,0.17827029518597803,0.2536314248060407,1.422735204098042,2.39401
Thompson_9,2011-10-28T14:00:00Z,picoeukaryotes (< 2µm),40.54596,-133.826235,1.0498971866345064,0.4025686462646759,0.3834362558443729,1.44018
Thompson_9,2011-10-28T15:00:00Z,Prochlorococcus,40.36429,-133.99679,189.6302518635293,6.391506104752225,0.03370509737735297,0.5612
Thompson_9,2011-10-28T15:00:00Z,Synechococcus,40.36429,-133.99679,0.7018811234145061,0.1499535322828791,0.2136451989952177,1.14807
Thompson_9,2011-10-28T15:00:00Z,nanoeukaryotes (2-5µm),40.36429,-133.99679,0.1790283761964429,0.2561101677540788,1.4305562793747075,2.3991
Thompson_9,2011-10-28T15:00:00Z,picoeukaryotes (< 2µm),40.36429,-133.99679,0.9168649893909877,0.3605070973452432,0.3931954011950048,1.45428
Thompson_9,2011-10-28T16:00:00Z,Prochlorococcus,40.189885,-134.176725,190.65761961654465,6.511890954221957,0.03415489487028546,0.56409
Thompson_9,2011-10-28T16:00:00Z,Synechococcus,40.189885,-134.176725,0.7365833360235615,0.15748602037591625,0.21380611354324564,1.1484
Thompson_9,2011-10-28T16:00:00Z,nanoeukaryotes (2-5µm),40.189885,-134.176725,0.1815836907571463,0.2663803948691456,1.4669841424547765,2.4226
Thompson_9,2011-10-28T16:00:00Z,picoeukaryotes (< 2µm),40.189885,-134.176725,0.8642963225763448,0.3422797667610961,0.39602131563027904,1.45832
Thompson_9,2011-10-28T17:00:00Z,Prochlorococcus,40.011935,-134.35261,115.48088611566402,3.7498526241810324,0.03247163015726458,0.55315
Thompson_9,2011-10-28T17:00:00Z,Synechococcus,40.011935,-134.35261,0.5027421035439107,0.10206326133238829,0.20301315647312568,1.12557
Thompson_9,2011-10-28T17:00:00Z,nanoeukaryotes (2-5µm),40.011935,-134.35261,0.11589611482637985,0.16776955185501452,1.4475856425933222,2.41013
Thompson_9,2011-10-28T17:00:00Z,picoeukaryotes (< 2µm),40.011935,-134.35261,1.032290111197324,0.34828749311923224,0.3373930345174609,1.37051
